//sno	rune index	damage_type	weapdmg%	dotseconds	resourcecost	cooldown	power	rune
91549	3	5	435	-1	18	-1	Wizard_Disintegrate	Entropy
91549	4	5	390	-1	18	-1	Wizard_Disintegrate	Chaos Nexus
91549	5	5	390	-1	18	-1	Wizard_Disintegrate	Volatility
1765	0	2	138	-1	-1	-1	Wizard_Electrocute	No Rune
1765	1	2	140	-1	-1	-1	Wizard_Electrocute	Lightning Blast
1765	2	2	138	-1	-1	-1	Wizard_Electrocute	Chain Lightning
1765	3	2	310	-1	-1	-1	Wizard_Electrocute	Arc Lightning
1765	4	2	138	-1	-1	-1	Wizard_Electrocute	Surge of Power
1765	5	1	138	-1	-1	-1	Wizard_Electrocute	Forked Lightning
86991	0	4	-1	-1	25	-1	Wizard_EnergyArmor	No Rune
86991	1	4	-1	-1	25	-1	Wizard_EnergyArmor	Prismatic Armor
86991	2	4	-1	-1	25	-1	Wizard_EnergyArmor	Energy Tap
86991	3	4	-1	-1	25	-1	Wizard_EnergyArmor	Force Armor
86991	4	4	-1	-1	25	-1	Wizard_EnergyArmor	Absorption
86991	5	4	-1	-1	25	-1	Wizard_EnergyArmor	Pinpoint Barrier
77113	0	5	1525	6	35	-1	Wizard_EnergyTwister	No Rune
77113	1	1	1525	6	35	-1	Wizard_EnergyTwister	Gale Force
77113	2	5	3200	6	35	-1	Wizard_EnergyTwister	Raging Storm
77113	3	2	1525	6	35	-1	Wizard_EnergyTwister	Storm Chaser
77113	4	3	1525	6	25	-1	Wizard_EnergyTwister	Mistral Breeze
77113	5	5	835	6	35	-1	Wizard_EnergyTwister	Wicked Wind
87525	0	5	945	-1	20	6	Wizard_ExplosiveBlast	No Rune
87525	1	1	909	-1	20	6	Wizard_ExplosiveBlast	Short Fuse
87525	2	3	990	-1	20	6	Wizard_ExplosiveBlast	Obliterate
87525	3	2	1039	-1	20	6	Wizard_ExplosiveBlast	Flash
87525	4	5	1485	-1	20	6	Wizard_ExplosiveBlast	Unleashed
87525	5	1	520	-1	20	6	Wizard_ExplosiveBlast	Chain Reaction
99120	0	5	240	-1	20	-1	Wizard_Familiar	No Rune
99120	1	1	240	-1	20	-1	Wizard_Familiar	Sparkflint
99120	2	5	240	-1	20	-1	Wizard_Familiar	Cannoneer
99120	3	3	240	-1	20	-1	Wizard_Familiar	Icicle
99120	4	5	240	-1	20	-1	Wizard_Familiar	Arcanot
99120	5	5	240	-1	20	-1	Wizard_Familiar	Ancient Guardian
30718	0	-1	-1	-1	-1	11	Wizard_FrostNova	No Rune
30718	1	-1	-1	-1	-1	11	Wizard_FrostNova	Bone Chill
30718	2	-1	-1	-1	-1	11	Wizard_FrostNova	Shatter
30718	3	3	915	8	-1	11	Wizard_FrostNova	Frozen Mist
30718	4	-1	-1	-1	-1	11	Wizard_FrostNova	Cold Snap
30718	5	-1	-1	-1	-1	11	Wizard_FrostNova	Deep Freeze
30725	0	1	165	-1	15	-1	Wizard_Hydra	No Rune
30725	1	3	255	-1	15	-1	Wizard_Hydra	Frost Hydra
30725	2	2	255	-1	15	-1	Wizard_Hydra	Lightning Hydra
30725	3	1	155	-1	15	-1	Wizard_Hydra	Blazing Hydra
30725	4	1	330	-1	15	-1	Wizard_Hydra	Mammoth Hydra
30725	5	5	205	-1	15	-1	Wizard_Hydra	Arcane Hydra
73223	0	3	-1	-1	25	-1	Wizard_IceArmor	No Rune
73223	1	3	189	-1	25	-1	Wizard_IceArmor	Jagged Ice
73223	2	3	-1	-1	25	-1	Wizard_IceArmor	Chilling Aura
73223	3	3	80	-1	25	-1	Wizard_IceArmor	Frozen Storm
73223	4	3	-1	-1	25	-1	Wizard_IceArmor	Crystallize
73223	5	3	75	-1	25	-1	Wizard_IceArmor	Ice Reflect
30744	0	5	230	-1	-1	-1	Wizard_MagicMissile	No Rune
30744	1	5	325	-1	-1	-1	Wizard_MagicMissile	Charged Blast
30744	2	5	80	-1	-1	-1	Wizard_MagicMissile	Split
30744	3	1	170	-1	-1	-1	Wizard_MagicMissile	Conflagrate
30744	4	3	175	-1	-1	-1	Wizard_MagicMissile	Glacial Spike
30744	5	5	285	-1	-1	-1	Wizard_MagicMissile	Seeker
76108	0	4	-1	-1	25	-1	Wizard_MagicWeapon	No Rune
76108	1	1	300	3	25	-1	Wizard_MagicWeapon	Ignite
76108	2	2	-1	-1	25	-1	Wizard_MagicWeapon	Electrify
76108	3	4	-1	-1	25	-1	Wizard_MagicWeapon	Force Weapon
76108	4	4	-1	-1	25	-1	Wizard_MagicWeapon	Conduit
76108	5	4	-1	-1	25	-1	Wizard_MagicWeapon	Deflection
69190	0	1	740	-1	40	-1	Wizard_Meteor	No Rune
69190	1	1	1648	-1	40	-1	Wizard_Meteor	Molten Impact
69190	2	1	228	-1	40	-1	Wizard_Meteor	Meteor Shower
69190	3	3	740	-1	40	-1	Wizard_Meteor	Comet
69190	4	5	740	-1	30	-1	Wizard_Meteor	Star Pact
69190	5	2	740	-1	40	-1	Wizard_Meteor	Thunder Crash
98027	0	-1	-1	-1	-1	15	Wizard_MirrorImage	No Rune
98027	1	-1	-1	-1	-1	15	Wizard_MirrorImage	Mirror Mimics
98027	2	-1	-1	-1	-1	15	Wizard_MirrorImage	Duplicates
98027	3	-1	-1	-1	-1	15	Wizard_MirrorImage	Simulacrum
98027	4	-1	-1	-1	-1	15	Wizard_MirrorImage	Extension of Will
98027	5	-1	-1	-1	-1	15	Wizard_MirrorImage	Mocking Demise
93395	0	3	430	-1	16	-1	Wizard_RayOfFrost	No Rune
93395	1	3	430	-1	16	-1	Wizard_RayOfFrost	Snow Blast
93395	2	3	300	-1	16	-1	Wizard_RayOfFrost	Sleet Storm
93395	3	3	430	-1	16	-1	Wizard_RayOfFrost	Numb
93395	4	3	430	-1	11	-1	Wizard_RayOfFrost	Cold Blood
93395	5	3	430	-1	16	-1	Wizard_RayOfFrost	Black Ice
30783	0	2	194	-1	-1	-1	Wizard_ShockPulse	No Rune
30783	1	1	274	-1	-1	-1	Wizard_ShockPulse	Fire Bolts
30783	2	2	165	-1	-1	-1	Wizard_ShockPulse	Living Lightning
30783	3	2	214	-1	-1	-1	Wizard_ShockPulse	Piercing Orb
30783	4	5	194	-1	-1	-1	Wizard_ShockPulse	Power Affinity
30783	5	3	184	-1	-1	-1	Wizard_ShockPulse	Explosive Bolts
1769	0	-1	-1	-1	-1	15	Wizard_SlowTime	No Rune
1769	1	-1	-1	-1	-1	15	Wizard_SlowTime	Time Warp
1769	2	-1	-1	-1	-1	15	Wizard_SlowTime	Point of No Return
1769	3	-1	-1	-1	-1	15	Wizard_SlowTime	Time Shell
1769	4	-1	-1	-1	-1	15	Wizard_SlowTime	Exhaustion
1769	5	-1	-1	-1	-1	15	Wizard_SlowTime	Stretch Time
71548	0	5	168	-1	-1	-1	Wizard_SpectralBlade	No Rune
71548	1	1	168	-1	-1	-1	Wizard_SpectralBlade	Flame Blades
71548	2	2	231	-1	-1	-1	Wizard_SpectralBlade	Thrown Blade
71548	3	3	168	-1	-1	-1	Wizard_SpectralBlade	Ice Blades
71548	4	5	168	-1	-1	-1	Wizard_SpectralBlade	Siphoning Blade
71548	5	5	168	-1	-1	-1	Wizard_SpectralBlade	Barrier Blades
74499	0	2	175	-1	25	-1	Wizard_StormArmor	No Rune
74499	1	2	315	-1	25	-1	Wizard_StormArmor	Thunder Storm
74499	2	2	147	-1	25	-1	Wizard_StormArmor	Scramble
74499	3	2	189	-1	25	-1	Wizard_StormArmor	Reactive Armor
74499	4	2	147	-1	25	-1	Wizard_StormArmor	Power of the Storm
74499	5	2	425	-1	25	-1	Wizard_StormArmor	Shocking Aspect
168344	0	-1	-1	-1	-1	11	Wizard_Teleport	No Rune
168344	1	5	175	-1	-1	11	Wizard_Teleport	Calamity
168344	2	-1	-1	-1	-1	11	Wizard_Teleport	Fracture
168344	3	-1	-1	-1	-1	11	Wizard_Teleport	Safe Passage
168344	4	-1	-1	-1	-1	11	Wizard_Teleport	Reversal
168344	5	-1	-1	-1	-1	11	Wizard_Teleport	Wormhole
30796	0	5	390	-1	25	-1	Wizard_WaveOfForce	No Rune
30796	1	5	390	-1	25	-1	Wizard_WaveOfForce	Impactful Wave
30796	2	2	390	-1	25	-1	Wizard_WaveOfForce	Static Pulse
30796	3	1	475	-1	25	-1	Wizard_WaveOfForce	Heat Wave
30796	4	5	390	-1	25	-1	Wizard_WaveOfForce	Arcane Attunement
30796	5	5	390	-1	25	-1	Wizard_WaveOfForce	Debilitating Force
243141	0	5	700	2	20	12	Wizard_Wormhole	No Rune
243141	1	2	1290	2	20	12	Wizard_Wormhole	Supermassive
243141	2	5	700	2	20	12	Wizard_Wormhole	Event Horizon
243141	3	1	725	2	20	12	Wizard_Wormhole	Blazar
243141	4	5	700	2	20	12	Wizard_Wormhole	Spellsteal
243141	5	3	700	2	20	12	Wizard_Wormhole	Absolute Zero
451490	0	-1	500	-1	20	-1	necro_bonespear	No Rune
451490	1	-1	500	-1	20	-1	necro_bonespear	Crystallization
451490	2	-1	500	-1	20	-1	necro_bonespear	Shatter
451490	3	-1	500	-1	20	-1	necro_bonespear	Blighted Marrow
451490	4	-1	650	-1	10	-1	necro_bonespear	Blood Spear
451490	5	-1	300	-1	20	-1	necro_bonespear	Teeth
451491	0	-1	-1	-1	10	-1	necro_decrepify	No Rune
451491	1	-1	-1	-1	10	-1	necro_decrepify	Enfeeblement
451491	2	-1	-1	-1	10	-1	necro_decrepify	Opportunist
451491	3	-1	-1	-1	10	-1	necro_decrepify	Borrowed Time
451491	4	-1	-1	-1	10	-1	necro_decrepify	Wither
451491	5	-1	-1	-1	10	-1	necro_decrepify	Dizzying Curse
451537	0	-1	450	-1	-1	45	necro_commandgolem	No Rune
451537	1	-1	2000	2	-1	45	necro_commandgolem	Bone Golem
451537	2	-1	450	-1	-1	45	necro_commandgolem	Blood Golem
451537	3	-1	450	-1	-1	45	necro_commandgolem	Decay Golem
451537	4	-1	450	-1	-1	45	necro_commandgolem	Flesh Golem
451537	5	-1	450	-1	-1	45	necro_commandgolem	Ice Golem
453563	0	-1	300	-1	-1	-1	necro_siphonblood	No Rune
453563	1	-1	300	-1	-1	-1	necro_siphonblood	Suppress
453563	2	-1	300	-1	-1	-1	necro_siphonblood	Purity of Essence
453563	3	-1	300	-1	-1	-1	necro_siphonblood	Drain Life
453563	4	-1	300	-1	-1	-1	necro_siphonblood	Power Shift
453563	5	-1	300	-1	-1	-1	necro_siphonblood	Blood Sucker
453801	0	-1	-1	-1	50	-1	necro_commandskeletons	No Rune
453801	1	-1	-1	-1	25	-1	necro_commandskeletons	Enforcer
453801	2	-1	-1	-1	50	-1	necro_commandskeletons	Dark Mending
453801	3	-1	-1	-1	50	-1	necro_commandskeletons	Freezing Grasp
453801	4	-1	215	-1	50	-1	necro_commandskeletons	Kill Command
453801	5	-1	-1	-1	50	-1	necro_commandskeletons	Frenzy
454090	0	-1	-1	-1	5	5	necro_bloodrush	No Rune
454090	1	-1	-1	-1	5	5	necro_bloodrush	Transfusion
454090	2	-1	-1	-1	5	5	necro_bloodrush	Hemostasis
454090	3	-1	-1	-1	5	5	necro_bloodrush	Metabolism
454090	4	-1	-1	-1	5	5	necro_bloodrush	Potency
454090	5	-1	-1	-1	5	5	necro_bloodrush	Molting
454174	0	-1	350	-1	-1	-1	necro_corpseexplosion	No Rune
454174	1	-1	350	-1	-1	-1	necro_corpseexplosion	Shrapnel
454174	2	-1	350	-1	-1	-1	necro_corpseexplosion	Final Embrace
454174	3	-1	525	-1	-1	-1	necro_corpseexplosion	Close Quarters
454174	4	-1	350	-1	-1	-1	necro_corpseexplosion	Bloody Mess
454174	5	-1	350	-1	-1	-1	necro_corpseexplosion	Dead Cold
460358	0	-1	12000	-1	-1	120	necro_armyofthedead	No Rune
460358	1	-1	14000	5	-1	120	necro_armyofthedead	Blighted Grasp
460358	2	-1	12000	-1	-1	120	necro_armyofthedead	Frozen Army
460358	3	-1	50000	4	-1	120	necro_armyofthedead	Unconventional Warfare
460358	4	-1	12000	-1	-1	120	necro_armyofthedead	Death Valley
460358	5	-1	15500	5	20	120	necro_armyofthedead	Dead Storm
460757	0	-1	-1	-1	-1	-1	necro_devour	No Rune
460757	1	-1	-1	-1	-1	-1	necro_devour	Cannibalize
460757	2	-1	-1	-1	-1	-1	necro_devour	Ruthless
460757	3	-1	-1	-1	-1	-1	necro_devour	Voracious
460757	4	-1	-1	-1	-1	-1	necro_devour	Devouring Aura
460757	5	-1	-1	-1	-1	-1	necro_devour	Satiated
460870	0	-1	-1	-1	10	-1	necro_frailty	No Rune
460870	1	-1	-1	-1	10	-1	necro_frailty	Early Grave
460870	2	-1	-1	-1	10	-1	necro_frailty	Harvest Essence
460870	3	-1	100	-1	10	-1	necro_frailty	Volatile Death
460870	4	-1	-1	-1	10	-1	necro_frailty	Scent of Blood
460870	5	-1	-1	-1	10	-1	necro_frailty	Aura of Frailty
461650	0	-1	1750	-1	-1	-1	necro_corpselance	No Rune
461650	1	-1	1750	-1	-1	-1	necro_corpselance	Ricochet
461650	2	-1	1750	-1	-1	-1	necro_corpselance	Brittle Touch
461650	3	-1	2275	-1	2	-1	necro_corpselance	Blood Lance
461650	4	-1	1750	-1	-1	-1	necro_corpselance	Visceral Impact
461650	5	-1	1750	-1	-1	-1	necro_corpselance	Shredding Splinters
462089	0	-1	400	-1	40	-1	necro_skeletalmage	No Rune
462089	1	-1	400	-1	40	-1	necro_skeletalmage	Gift of Death
462089	2	-1	400	-1	40	-1	necro_skeletalmage	Singularity
462089	3	-1	400	-1	40	-1	necro_skeletalmage	Life Support
462089	4	-1	400	-1	40	-1	necro_skeletalmage	Contamination
462089	5	-1	400	-1	40	-1	necro_skeletalmage	Skeleton Archer
462147	0	-1	150	-1	24	-1	necro_bonespikes	No Rune
462147	1	-1	100	-1	24	-1	necro_bonespikes	Sudden Impact
462147	2	-1	150	-1	24	-1	necro_bonespikes	Path of Bones
462147	3	-1	225	-1	24	-1	necro_bonespikes	Bone Pillars
462147	4	-1	150	-1	24	-1	necro_bonespikes	Frost Spikes
462147	5	-1	50	2	24	-1	necro_bonespikes	Blood Spikes
462198	0	-1	150	-1	-1	-1	necro_grimscythe	No Rune
462198	1	-1	150	-1	-1	-1	necro_grimscythe	Blood Scythe
462198	2	-1	150	-1	-1	-1	necro_grimscythe	Execution
462198	3	-1	150	-1	-1	-1	necro_grimscythe	Frost Scythe
462198	4	-1	150	-1	-1	-1	necro_grimscythe	Dual Scythes
462198	5	-1	150	-1	-1	-1	necro_grimscythe	Cursed Scythe
462239	0	-1	-1	-1	-1	-1	necro_revive	No Rune
462239	1	-1	-1	-1	-1	-1	necro_revive	Purgatory
462239	2	-1	-1	-1	-1	-1	necro_revive	Oblation
462239	3	-1	-1	-1	-1	-1	necro_revive	Personal Army
462239	4	-1	-1	-1	-1	-1	necro_revive	Recklessness
462239	5	-1	-1	-1	-1	-1	necro_revive	Horrific Return
462243	0	-1	350	-1	20	-1	necro_deathnova	No Rune
462243	1	-1	225	-1	20	-1	necro_deathnova	Tendril Nova
462243	2	-1	475	-1	20	-1	necro_deathnova	Bone Nova
462243	3	-1	450	-1	20	-1	necro_deathnova	Blood Nova
462243	4	-1	350	-1	20	-1	necro_deathnova	Blight
462243	5	-1	350	-1	20	-1	necro_deathnova	Unstable Compound
462255	0	-1	-1	-1	10	-1	necro_leech	No Rune
462255	1	-1	-1	-1	10	-1	necro_leech	Osmosis
462255	2	-1	-1	-1	10	-1	necro_leech	Transmittable
462255	3	-1	-1	-1	10	-1	necro_leech	Sanguine End
462255	4	-1	-1	-1	10	-1	necro_leech	Cursed Ground
462255	5	-1	-1	-1	10	-1	necro_leech	Blood Flask
464896	0	-1	4000	-1	-1	-1	necro_bonespirit	No Rune
464896	1	-1	4000	-1	5	-1	necro_bonespirit	Possession
464896	2	-1	4000	-1	-1	-1	necro_bonespirit	Panic Attack
464896	3	-1	4000	-1	-1	-1	necro_bonespirit	Poltergeist
464896	4	-1	1250	-1	-1	-1	necro_bonespirit	Unfinished Business
464896	5	-1	4000	-1	-1	-1	necro_bonespirit	Astral Projection
465350	0	-1	-1	-1	25	120	necro_simulacrum	No Rune
465350	1	-1	-1	-1	25	120	necro_simulacrum	Reservoir
465350	2	-1	-1	-1	25	120	necro_simulacrum	Cursed Form
465350	3	-1	-1	-1	25	120	necro_simulacrum	Blood Debt
465350	4	-1	-1	-1	25	120	necro_simulacrum	Blood and Bone
465350	5	-1	-1	-1	25	120	necro_simulacrum	Self Sacrifice
465839	0	-1	-1	-1	-1	120	necro_landofthedead	No Rune
465839	1	-1	-1	-1	-1	120	necro_landofthedead	Invigoration
465839	2	-1	-1	-1	-1	120	necro_landofthedead	Frozen Lands
465839	3	-1	10000	10	-1	120	necro_landofthedead	Plaguelands
465839	4	-1	-1	-1	-1	120	necro_landofthedead	Land of Plenty
465839	5	-1	-1	-1	-1	120	necro_landofthedead	Shallow Graves
466857	0	-1	125	-1	10	-1	necro_bonearmor	No Rune
466857	1	-1	145	-1	10	-1	necro_bonearmor	Vengeful Armaments
466857	2	-1	125	-1	10	-1	necro_bonearmor	Limited Immunity
466857	3	-1	125	-1	10	-1	necro_bonearmor	Dislocation
466857	4	-1	125	-1	20	-1	necro_bonearmor	Thy Flesh Sustained
466857	5	-1	125	-1	10	-1	necro_bonearmor	Harvest of Anguish
